hotness,category,description,picture_url,time_modified,price,uuid,url,shipping,title,editors_choice,time_published
3,CAMPING & OUTDOORS,"Amazon offers Prime members offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171924"">Samsonite Magic 2 In 1 Pillow</a> in Charcoal for <strong>$11.19</strong> with <strong>free shipping</strong>. That's the best price we could find by $3. It's filled with microbeads and measures 11"" wide.<br>
<br>
Note: it's currently out of stock but can still be ordered at this price.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ny28bblkk8z1fdj9twlm",2018-01-05T07:42:49-05:00,$11,2171924,https://www.dealnews.com/Samsonite-Magic-2-In-1-Pillow-for-11-free-shipping-w-Prime/2171924.html,free shipping w/ Prime,Samsonite Magic 2 In 1 Pillow,,
3,AIRFARE,"Qatar Airways via DealBase offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171936"">Roundtrip International Flights</a> from <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096789,2171936"">select cities in the U.S.</a>, with prices starting from <strong>$668.15</strong>. (On the DealBase landing page, click ""Qatar Airlines"" in the top line to see this sale.) That's the lowest price we could find for select routes on a 5-star airline by at least $247. This price is valid on flights departing on February 7 from Atlanta, GA, (ATL) with arrival in Kuwait City, Kuwait, (KWI) and return on February 14. Book this travel deal by January 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ymevyiwwrfn8jp7zbv12",,from $668 roundtrip,2171936,https://www.dealnews.com/Qatar-Airways-International-Fares-from-668-roundtrip/2171936.html,,Qatar Airways International Fares,,2018-01-04T14:20:09-05:00
3,TVS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171930"">Samsung 54.6"" 4K HDR LED-Backlit LCD Ultra HD Smart TV</a>, model no. UN55MU6290, for an in-cart price of <strong>$498</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $2, but most stores charge closer to $700. It features a 3840x2160 (4K, 2160p) native resolution, 4K HDR Pro, 4K upscaling, 802.11ac wireless, Smart TV with Apps (including Netflix, Hulu Plus, Amazon Video, more), USB, and three HDMI inputs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e8gptdxhvv7piwao0ine",2018-01-05T07:42:12-05:00,$498,2171930,https://www.dealnews.com/Samsung-55-4-K-HDR-LED-LCD-UHD-Smart-TV-for-498-free-shipping/2171930.html,free shipping,"Samsung 55"" 4K HDR LED LCD UHD Smart TV",,
4,SWEATSHIRTS & HOODIES,"Gap offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171900"">Gap Men's Softspun Raglan Hoodie</a> in New Heather Grey for $17.99. Stack coupon codes ""HAPPY"" and ""ITSFREE"" to drop that to <strong>$10.79</strong> and bag <strong>free shipping</strong>. That's a savings of $41 and the second-lowest price we've seen for any Gap men's hoodie. It's available in regular size XL only <del>sizes from M to XXL and tall size XL</del>.<br>
<br>
Note: It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097380,2171900"">Black Moss <del>or Blue Heather</del></a> for $13.19 with free shipping via the above coupons. Both deals end January 8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxz9229iqo3mrnn3jpny",2018-01-05T08:55:28-05:00,from $11,2171900,https://www.dealnews.com/Gap-Mens-Softspun-Raglan-Hoodie-from-11-free-shipping/2171900.html,free shipping,Gap Men's Softspun Raglan Hoodie,True,
2,GOLF ITEMS,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171786"">Titleist Ultra Lightweight Stand Bag</a> in several colors (Charcoal/Black/Lime pictured) for <strong>$89.99</strong> with <b>free shipping</b>. That's the lowest price we could find by $6. It features five storage pockets, beverage pocket, and interior dividers.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xo7xtith3zmnksmqd93z",,$90,2171786,https://www.dealnews.com/Titleist-Ultra-Lightweight-Stand-Bag-for-90-free-shipping/2171786.html,free shipping,Titleist Ultra Lightweight Stand Bag,,2018-01-04T14:12:01-05:00
2,INTERNAL HARD DRIVES,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171921"">Dell 512GB Serial ATA 6Gb/s 2.5"" Internal SSD Upgrade Kit for Dell Desktops and Notebooks</a> for <strong>$189.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $114, excluding the below mention. The kit includes a 512GB SSD, 2.5""-to-3.5"" desktop adapter bracket with screws, 7mm-to-9mm laptop adapter, SSD enclosure, USB 3.0 cable for enclosure, SATA cable, and power cable.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096723,2171921"">Jet.com</a> charges $199.99 with free shipping.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfz4njqcblpnauc6nvmj",,$190,2171921,https://www.dealnews.com/Dell-512-GB-2.5-Internal-SSD-Upgrade-Kit-for-190-free-shipping/2171921.html,free shipping,"Dell 512GB 2.5"" Internal SSD Upgrade Kit",,2018-01-04T14:09:43-05:00
4,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171906"">Old Navy</a> takes <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096666,2171906"">men's, women's, and kids' clearance styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096669,2171906"">Epic Clearance Event</a>. Plus, cut an <strong>extra 20% off</strong> when you add these items to your cart. (Eligible items are marked.) Shipping adds <strong>$7</strong>, but orders of $50 or more receive free shipping. Some exclusions apply.<br>
<br>
Need to stock up on activewear to help fulfill your New Year's resolution? Take an <b>additional 10% off</b> when you buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096672,2171906"">four or more select activewear items</a> via coupon code ""GOALS"". (This coupon stacks with the above discounts.) Both deals end January 5.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s362/Old-Navy/"">Old Navy Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gytsotk3hlwhrjqxkq7n",2018-01-05T06:47:35-05:00,Up to 75% off + 20% off,2171906,https://www.dealnews.com/Old-Navy-Epic-Clearance-Event-Up-to-75-off-20-off-free-shipping-w-50/2171906.html,free shipping w/ $50,Old Navy Epic Clearance Event,,
2,BEDDING,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171915"">Equinox Baby Pillow Set 2-Pack</a> for $14.97. Coupon code ""H8QZ2Y46"" knocks it to <strong>$9.97</strong>. With <strong>free shipping</strong> via Prime, that's the lowest price we could find by $7. Each pillow measures 13"" x 18"" and features a 100% cotton cover. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dnl5veaboj4ohlmntwcz",2018-01-05T07:41:07-05:00,$10,2171915,https://www.dealnews.com/Equinox-Baby-Pillow-Set-2-Pack-for-10-free-shipping-w-Prime/2171915.html,free shipping w/ Prime,Equinox Baby Pillow Set 2-Pack,,
2,HOTELS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171912"">Vail Racquet Club Mountain Resort</a> in Vail, CO, cuts <strong>up to 30% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096705,2171912"">Ski Season</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096708,2171912"">Spring Break</a>, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096711,2171912"">Summer 2018 stays</a>, as provided by Dunhill Travel. This 3-star hotel has an Expedia rating of 87% based on 521 reviews. Additional fees and blackout dates apply. Book this travel deal by January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/en7n5idmf7qwwoi79hzt",,Up to 30% off,2171912,https://www.dealnews.com/Vail-Racquet-Club-Mountain-Resort-in-Vail-CO-Up-to-30-off/2171912.html,,"Vail Racquet Club Mountain Resort in Vail, CO",,2018-01-04T13:58:33-05:00
2,CRAFTS,"Pada via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171870"">UnityStar 120-Piece Face Paint Stencil Kit</a> for $9.99. Coupon code ""N2XP3VSG"" cuts it to <strong>$6.99</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off and the lowest price we could find. It includes 120 reusable stencils. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kup88nnsdw47o1v2pzgi",,$7,2171870,https://www.dealnews.com/Unity-Star-120-Piece-Face-Paint-Stencil-Kit-for-7-free-shipping-w-Prime/2171870.html,free shipping w/ Prime,UnityStar 120-Piece Face Paint Stencil Kit,,2018-01-04T13:25:00-05:00
4,SMARTWATCHES,"Kohl's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171888"">Apple Watch Series 3 GPS 38mm Aluminum Smartwatch</a> in Space Gray/Gray or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096555,2171888"">Space Gray/Black</a> for <b>$329</b>. Plus, you'll receive <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096558,2171888"">$60 in Kohl's Cash</a>. (It can be redeemed in stores or online from January 8 to 15.) With <b>free shipping</b> and assuming you'll use the credit, that's tied with our November mention and the lowest price we could find now by $46, excluding the below mention. It features a W2 dual-core processor that enables Siri to talk on your watch, 1.5"" 272x340 OLED display with Ion-X glass, 8GB internal storage, 802.11n wireless, Bluetooth 4.2, built-in GPS, heart rate sensor, altimeter, battery life up to 18 hours, fluoroelastomer sport band, and watchOS 4.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096561,2171888"">42mm version</a> in Space Gray/Black for <b>$359</b>. Plus, you'll bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096564,2171888"">$70 in Kohl's Cash</a>. With <b>free shipping</b> and assuming you'll use the credit, that's the best deal today by $56 (excluding the below mention), although we saw it for the same price bundled with $105 in Kohl's Cash in November. Both deals end January 7.<br>
<br>
Don't need the Kohl's Cash? ShopRite offers <del>the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096567,2171888"">38mm version</a> in Space Gray/Black for <b>$279.99</b> or</del> the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096570,2171888"">42mm version</a> in Space Gray/Black for <b>$329.99</b>, <del>both</del> with <b>free shipping</b>. Those are the lowest outright prices we've seen for either version. These deals end January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oz4gnuxgalsx73dbitat",2018-01-05T06:45:07-05:00,$329,2171888,https://www.dealnews.com/Apple-Watch-Series-3-GPS-38-mm-60-Kohls-GC-for-329-free-shipping/2171888.html,free shipping,"Apple Watch Series 3 GPS 38mm, $60 Kohl's GC",,
3,SHOES,"Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171879"">New Balance Men's 490v4 Running Shoes</a> in Steel for $41.99. Coupon code ""NEWYEAR"" cuts that to <b>$29.99</b>. With <b>free shipping</b>, that's tied with our mention from three weeks ago and the second-lowest price we've seen. (It's the best deal now by $20.) They're available in select standard and wide sizes from 7.5 to 13. Deal ends January 9.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aemukv0wzh7kamqflzj0",2018-01-05T08:51:01-05:00,$30,2171879,https://www.dealnews.com/New-Balance-Mens-490-v4-Running-Shoes-for-30-free-shipping/2171879.html,free shipping,New Balance Men's 490v4 Running Shoes,True,
5,CRUISES,"Avoya Travel via Dunhill Travel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171891"">Celebrity 7-Night Cruises through 2019</a> with prices starting from <b>$399 per person</b>. Plus, take <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096579,2171891"">extra guest fares</a>, bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096582,2171891"">up to $375 Onboard Credit</a>, plus <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096585,2171891"">additional extras</a> on select sailings. Additional fees may apply. Book this travel deal by January 14 for cruises throughout 2018 and 2019.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h5uzujeuamle5u1mfh1g",2018-01-05T08:09:14-05:00,from $399 per person,2171891,https://www.dealnews.com/Celebrity-7-Nt-Cruise-Sale-at-Avoya-Travel-from-399-per-person/2171891.html,,Celebrity 7Nt Cruise Sale at Avoya Travel,,
2,AUTOMOTIVE,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171819"">Alxum 24-watt Dual-Port USB Ultra Compact Car Charger</a> in Black for $7.99. Coupon code ""W5KMH8EO"" cuts it to <strong>$6.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our November mention, a buck off, and the lowest price we could find. It can charge two devices simultaneously and features a 4.8-amp maximum output. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouzrssrld6qv2ebiif5l",,$7,2171819,https://www.dealnews.com/Alxum-24-W-2-Port-USB-Compact-Car-Charger-for-7-free-shipping-w-Prime/2171819.html,free shipping w/ Prime,Alxum 24W 2-Port USB Compact Car Charger,,2018-01-04T13:08:08-05:00
3,CRUISES,"Norwegian Cruise Line via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171876"">Norwegian Cruise Line 3-Night Bahamas Cruise for two</a>, bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096540,2171876"">complimentary open bar</a>, with prices starting from <strong>$598</strong>. (It's the first listing on the landing page.) That's the lowest price we could find for such a cruise this month by $80. This roundtrip cruise aboard the Norwegian Sky departs from Miami, FL, on January 26. Additional fees and taxes apply. Book this travel deal by January 25.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uxtvxx6zluugrxov7d7w",,from $598 for 2,2171876,https://www.dealnews.com/NCL-3-Nt-Bahamas-Cruise-w-Open-Bar-from-598-for-2/2171876.html,,NCL 3Nt Bahamas Cruise w/ Open Bar,,2018-01-04T13:00:16-05:00
3,LAPTOPS,"Best Buy offers the 3.1-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171867"">Lenovo Star Wars Special Edition Yoga 920 Intel Kaby Lake R 1.8GHz 13.9"" 4K Ultra HD Touchscreen 2-in-1 Laptop</a> in Platinum bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096513,2171867"">Trend Micro Internet Security 3-Device 6-Month Subscription for Windows, Mac, Android, and iOS</a> for <strong>$1,299.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $467. It functions as a laptop or tablet and features an Intel Core i7-8550U 1.8GHz Kaby Lake R quad-core processor, 13.9"" 3840x2160 (4K, 2160p) IPS LED-backlit touchscreen LCD, 16GB RAM, 512GB SSD, 4-cell battery, and Windows 10 Home 64-bit.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cjommv2lhizw6qdxqkl6",2018-01-05T07:40:15-05:00,"$1,300",2171867,https://www.dealnews.com/Lenovo-Star-Wars-Kaby-Lake-R-14-4-K-Laptop-for-1-300-free-shipping/2171867.html,free shipping,"Lenovo Star Wars Kaby Lake R 14"" 4K Laptop",,
2,KNIVES & MULTITOOLS,"TacklifeDirect via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171840"">Tacklife Advanced 12-in-1 Stainless Steel Multi-Pliers</a> in All Metal (MPY04) or Orange Grip (MPY05) for <b>$8.97</b> with <strong>free shipping</strong>. That's a buck less than our November mention and the lowest price we've seen. It includes a carrying case. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eb3crqomzovj7yqgztkg",,$9,2171840,https://www.dealnews.com/Tacklife-12-in-1-Stainless-Steel-Multi-Pliers-for-9-free-shipping-w-Prime/2171840.html,free shipping w/ Prime,Tacklife 12-in-1 Stainless Steel Multi-Pliers,,2018-01-04T12:54:46-05:00
1,TOYS & HOBBIES,"Toy Choi's via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171789"">Toy Choi's Baby Bath Toys</a> in Orange or Green for $19.99. Coupon code ""37U9IE3H"" cuts it to <strong>$9.99</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $15. It includes whale shape bath toy, four shape cubes, and four floatages. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtic3sif0zlbjg3nsnzq",,$10,2171789,https://www.dealnews.com/Toy-Chois-Baby-Bath-Toys-for-10-free-shipping-w-Prime/2171789.html,free shipping w/ Prime,Toy Choi's Baby Bath Toys,,2018-01-04T12:54:39-05:00
2,HOTELS,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171861"">5-night stays for two at the All-Inclusive Occidental Tamaridno</a> in Guanacaste, Costa Rica, with prices starting at <strong>$742.50</strong> via coupon code ""10PCT"". (It's the top offer on the page; we found this rate on June 3.) At $149 per night, that's the lowest price we could find for this package by $326. This 3-star hotel has an Expedia rating of 81% based on 333 reviews. Book this travel deal by January 7 for stays from April 1 through July 23.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q8q0exkw6rwk9jusbbez",,from $149 per night,2171861,https://www.dealnews.com/5-Nt-All-Inclusive-Costa-Rica-Resort-from-149-per-night/2171861.html,,5Nt All-Inclusive Costa Rica Resort,,2018-01-04T12:46:13-05:00
3,VIDEO & AUDIO CABLES,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171735"">Weme Mini DisplayPort DP to HDMI Adapter</a> in White or Black for $7.99. Coupon code ""U48F69ZK"" cuts that to <strong>$2.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's a few cents under our May mention, $5 off list, and the lowest price we could find. It features support for resolutions up to 1920x1080 (1080p). Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/au1qq2l2sepv49akitvn",2018-01-05T07:38:51-05:00,$3,2171735,https://www.dealnews.com/Weme-Mini-Display-Port-DP-to-HDMI-Adapter-for-3-free-shipping-w-Prime/2171735.html,free shipping w/ Prime,Weme Mini DisplayPort DP to HDMI Adapter,,
3,LUGGAGE & TRAVEL GEAR,"MaidMax via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171798"">MaidMax Garment Bag 3-Pack</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096300,2171798"">MaidMax Shoe Bag</a> for $13.99. Coupon code ""8224FRVY"" cuts it to <strong>$7</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $3 under our November mention, $7 off, and the lowest price we've seen. Each garment bag measures 24"" x 42"" x 6"" and features a full-length zipper and PVC window. The shoe bag measures 17"" x 9.8"" x 4.7"". Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/advymch2okegnovbve9i",2018-01-05T07:37:43-05:00,$7,2171798,https://www.dealnews.com/Maid-Max-Garment-Bag-3-Pack-w-Shoe-Bag-for-7-free-shipping-w-Prime/2171798.html,free shipping w/ Prime,MaidMax Garment Bag 3-Pack w/ Shoe Bag,,
2,USB HUBS,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171744"">Weme USB 3.0 3-Port Hub</a> for $16.99. Coupon code ""BF7VGWZT"" cuts that to <strong>$5.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $3 under our March mention, $11 off list, and the lowest price we've seen. This unpowered hub includes a Micro USB adapter. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7jodmm5sqbdegca3hcy",,$6,2171744,https://www.dealnews.com/Weme-USB-3.0-3-Port-Hub-for-6-free-shipping-w-Prime/2171744.html,free shipping w/ Prime,Weme USB 3.0 3-Port Hub,,2018-01-04T12:30:12-05:00
,BEST LAPTOP DEALS,"From Chromebooks to MacBooks and touchscreens to 2-in-1s, this week's roundup of the best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-laptop-deals/"">laptop deals</a> has it all. Check it out to save a bundle!","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k1avedpxb0xakwztqhhk",,,2171846,https://www.dealnews.com/features/best-laptop-deals/,,Best Laptop Deals: Save $600 on This Macbook Pro with Touch Bar!,,2018-01-04T12:29:21-05:00
2,TOYS & HOBBIES,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171837"">FuriBee Q95 95mm PNP Micro FPV Racing Drone</a> for $132.28. Coupon code ""XMASDEAL15"" cuts that to <strong>$69.99</strong>. With <strong>free shipping</strong>, that's $86 off list and the lowest price we could find. It features a 700TVL camera with a 120° FOV.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096414,2171837"">FuriBee Q95 95mm BNF Micro FPV Racing Drone</a> for $99.99. Coupon code ""XMASDEAL13"" cuts that to <strong>$79.99</strong>. With <strong>free shipping</strong>, that's $80 off list and the lowest price we could find. Specs are as above, but it's a Bind-and-Fly system rather than a Plug-and-Play. Both deals end January 31.<br>
<br>
Note: These items ship from China and may take up to six weeks to arrive.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oyn1r4ykvlebbxfllrhi",,$70,2171837,https://www.dealnews.com/Furi-Bee-Q95-95-mm-PNP-Micro-FPV-Racing-Drone-for-70-free-shipping/2171837.html,free shipping,FuriBee Q95 95mm PNP Micro FPV Racing Drone,,2018-01-04T12:25:02-05:00
3,OFFICE CHAIRS,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171777"">Langria High-Back Executive Office Chair</a> in Black or Brown for $145.99. Coupon code ""H8T6H57O"" drops it to <b>$87.59</b>. With <b>free shipping</b>, that's $58 off list and the lowest price we could find. It features adjustable height, 360° swivel, and holds up to 264 lbs. Deal ends January 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrgi5xeoasbx03r11fyz",2018-01-05T07:37:01-05:00,$88,2171777,https://www.dealnews.com/Langria-High-Back-Executive-Office-Chair-for-88-free-shipping/2171777.html,free shipping,Langria High-Back Executive Office Chair,,
3,AIRFARE,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171834"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$28.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $5. This price is valid on flights departing from Denver, CO, (DEN) with arrival in Seattle, WA, (SEA) on February 7. Book this travel deal by January 21 for travel on Tuesdays and Wednesdays from January 7 through May 23.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",,from $28 1-Way,2171834,https://www.dealnews.com/Frontier-Airlines-Nationwide-Midweek-Fares-from-28-1-Way/2171834.html,,Frontier Airlines Nationwide Midweek Fares,,2018-01-04T12:20:48-05:00
3,CAMERA ACCESSORIES,"Craphy via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171771"">Craphy 5500K Photo Studio Video Lighting Kit</a> for $109.09. Coupon code ""9WTXBMN6"" cuts it to <strong>$76.99</strong>. With <strong>free shipping</strong>, that's $33 off and the lowest price we could find. It includes three muslin cotton collapsible backgrounds, two softbox bulb holders, two 125-watt light bulbs, two 80"" light stands, and support stand. Deal ends January 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/twhptjdks3ts5eh8dj9a",2018-01-05T07:36:19-05:00,$77,2171771,https://www.dealnews.com/Craphy-125-W-5500-K-Photo-Studio-Lighting-Kit-for-77-free-shipping/2171771.html,free shipping,Craphy 125W 5500K Photo Studio Lighting Kit,,
