picture_url,category,shipping,price,time_published,url,uuid,hotness,editors_choice,time_modified,title,description
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yskjwyk7pxazcjbc7pmd",MONITORS,free shipping,$313,2018-01-05T09:13:12-05:00,https://www.dealnews.com/Dell-Ultra-Sharp-25-Display-w-50-Dell-GC-for-313-free-shipping/2172458.html,2172458,1,,,"Dell UltraSharp 25"" Display w/ $50 Dell GC","Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172458"">Dell UltraSharp U2518D 25"" 1440p IPS LED-Backlit LCD Monitor</a> for <strong>$313.49</strong> with <strong>free shipping</strong>. Plus, Dell Advantage Loyalty Reward members also bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097536,2172458"">$50 in Dell Bonus Rewards</a>. (It'll appear as a credit in your account. Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097539,2172458"">join</a>.) Assuming you use the credit, that's the lowest price we could find by $87. (For further comparison, that's a $19 price drop from our mention from two weeks ago, although that came with a $100 Dell Gift Card.) It features a 2560x1440 (1440p) native resolution, USB 3.0, HDMI, DisplayPort, and height-, tilt-, swivel-, and pivot-adjustable stand."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwffxrsvz8mc2rnyvrbs",EXERCISE EQUIPMENT,free shipping,$69,2018-01-05T09:09:48-05:00,https://www.dealnews.com/Golds-Gym-Heavy-Bag-Boxing-Stand-for-69-free-shipping/2172467.html,2172467,3,,,Gold's Gym Heavy Bag Boxing Stand,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172467"">Gold's Gym Single Station Heavy Bag Boxing Stand</a> for <strong>$69</strong> with <strong>free shipping</strong>. That's $31 under the lowest price we could find for a similar stand. It holds bags up to 100 lbs."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w9wvtbrgq86oqyufhfns",SHOES,free shipping,$35,2018-01-05T09:06:40-05:00,https://www.dealnews.com/Khombu-Mens-Flume-2-Waterproof-Hiking-Boots-for-35-free-shipping/2172443.html,2172443,4,,,Khombu Men's Flume 2 Waterproof Hiking Boots,"A Step Ahead Shoes via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172443"">Khombu Men's Flume 2 Waterproof Hiking Boots</a> in Grey for <strong>$34.99</strong> with <strong>free shipping</strong>. That's $45 off and the lowest price we could find. They're available in sizes 10 to 13."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wblumfbp9t4e6zy05xuv",HANDBAGS,free shipping w/ $100,Up to 77% off,2018-01-05T09:02:26-05:00,https://www.dealnews.com/Crossbody-Bags-at-Nordstrom-Rack-Up-to-77-off-free-shipping-w-100/2172461.html,2172461,4,,,Crossbody Bags at Nordstrom Rack,"Nordstrom Rack takes <strong>up to 77% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172461"">crossbody bags</a>. Shipping adds <strong>$7.95</strong>, but orders of $100 or more bag free shipping. Discounted brands include Marc Jacobs, Ted Baker, Rebecca Minkoff, and Steve Madden."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5",MORNING JOLT,,,2018-01-05T08:57:39-05:00,https://www.dealnews.com/features/morning-jolt/,2172479,,,,Top 5 Deals You Need to Know This Morning: A Vacuum Cleaner Price-Low to Dyson For,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q83rxcr1kvoszd1dvpws",VIDEO DOWNLOADS,,$10,2018-01-05T08:53:41-05:00,https://www.dealnews.com/Insidious-Trilogy-in-HD-for-10/2172464.html,2172464,2,True,,Insidious Trilogy in HD,"iTunes offers downloads of the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172464"">Insidious Trilogy in HD</a> for <strong>$9.99</strong>. That's the lowest price we could find by $8. It includes Insidious, Insidious: Chapter 2, and Insidious: Chapter 3."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rtgp2znaz9148r3ytt9o",LAPTOPS,free shipping,$400,2018-01-05T08:47:13-05:00,https://www.dealnews.com/Lenovo-Flex-5-Pentium-2.3-GHz-14-Touch-Laptop-for-400-free-shipping/2172440.html,2172440,3,,,"Lenovo Flex 5 Pentium 2.3GHz 14"" Touch Laptop","Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172440"">Lenovo Flex 5 Intel Pentium Kaby Lake 2.3GHz 14"" 1080p Touchscreen 2-in-1 Laptop</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $120 off list and the lowest price we could find. It features an Intel Pentium 4415U 2.3GHz Kaby Lake dual-core processor, 14"" 1366x768 touchscreen, 4GB RAM, 1TB HDD, 802.11ac Wireless, Bluetooth 4.1, 2-cell battery, and Windows 10 Home 64-bit. Deal ends January 7."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rmhsi4dgtg6gr5uamsty",COATS,pickup at REI,$32,2018-01-05T08:42:51-05:00,https://www.dealnews.com/Columbia-Womens-Benton-Springs-Fleece-Vest-for-32-pickup-at-REI/2172428.html,2172428,3,,,Columbia Women's Benton Springs Fleece Vest,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172428"">Columbia Women's Benton Springs Fleece Vest</a> in several colors (Nocturnal pictured) for <strong>$19.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097470,2172428"">sign up</a>.) That's the lowest price we could find by $5. It's available in select sizes from XS to XL."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fluvtday3vqnbz0xi4j4",LAPTOPS,free shipping,$360,2018-01-05T08:40:05-05:00,https://www.dealnews.com/HP-17-z-AMD-A9-3-GHz-Dual-17-Laptop-for-360-free-shipping/2172449.html,2172449,3,,,"HP 17z AMD A9 3GHz Dual 17"" Laptop","HP offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172449"">HP 17z AMD A9 3GHz 17.3"" Laptop</a> in Black for <strong>$359.99</strong> with <strong>free shipping</strong>. That's $185 off and the lowest price we could find, although we saw it for $20 less during Cyber Week. It features an AMD A9-9420 3GHz dual-core processor with integrated AMD Radeon R5 graphics, 17.3"" 1600x900 LED-backlit LCD, 8GB RAM, 1TB hard drive, DVD burner, and Windows 10 Home 64-bit. Deal ends January 6."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbwame7pifyb2ma4ptgm",CREDIT CARDS,,"40,000 bonus points",,"https://www.dealnews.com/lw/click.html?20,2,2171978",2171978,,,2018-01-04T14:47:58-05:00,Chase Hyatt Credit Card,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171978"">Chase Hyatt Credit Card</a> and earn <strong>40,000 bonus points</strong> after you spend ""https://click.linksynergy.com/fs-bin/click?id=NKa3hZyYoHA&offerid=556944.10002904&type=3&subid=0"" partno="""" vendor=""1642"" image_link=""0"" mfg=""0"" category=""522"" price="""" rel="""" landing_url=""https://creditcards.chase.com/lp/hyatt/naep40k/?CELL=6H8X&AFFID=NKa3hZyYoHA-DN93Xbht5lVwxtlSt2eZkw&pvid=&jp_cmp=cc/556944/aff/3-10002904/na"" magic_url_info=""Linkshare (Default) - 113401"">$2,000 or more on purchases in the first three months from account opening. (Free nights start at just 5,000 points.) Plus <strong>1 free night</strong> each year after your cardmember anniversary at any Category 1-4 hotel or resort. Also, receive <strong>5,000 Bonus Points</strong> after you add the first authorized user and make a purchase within 3 months of opening your account. This product is available if you do not have this card and have not received a new cardmember bonus for this card in the past 24 months. Also, earn <strong>3 Bonus Points</strong> per $1 spent at all Hyatt hotels or resorts, <strong>2 Bonus Points</strong> per $1 spent at restaurants, on airline tickets purchased directly from the airline, and at car rental agencies, and <strong>1 Bonus Point</strong> per $1 spent on all other purchases made with your card. (Points don't expire as long as your Hyatt Credit Card account is open.) A $75 annual fee applies. Finally, there's no foreign transaction fees on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096888,2171978"">click here</a>. This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>"
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsagjmbhoyqkr9aqochm",LUGGAGE & TRAVEL GEAR,free shipping w/ Prime,$9,2018-01-05T08:36:47-05:00,https://www.dealnews.com/Built-NY-Gourmet-Getaway-Neoprene-Lunch-Tote-for-9-free-shipping-w-Prime/2172455.html,2172455,3,,,Built NY Gourmet Getaway Neoprene Lunch Tote,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172455"">Built NY Gourmet Getaway Neoprene Lunch Tote</a> in Dahlia for <strong>$9.43</strong> with <strong>free shipping</strong>. That's the lowest price we could find by around $6. It measures 12.5"" x 12"" and can keep food warm or cold for up to 4 hours."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fvnidr8cwuhtppayfaml",MONITORS,free shipping,$200,2018-01-05T08:25:49-05:00,https://www.dealnews.com/Asus-27-1080-p-Curved-LED-LCD-Display-for-200-free-shipping/2172419.html,2172419,2,,,"Asus 27"" 1080p Curved LED LCD Display","BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172419"">Asus 27"" 1080p Curved LED-Backlit LCD Monitor</a> for <strong>$199.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $55. Features include a 1920x1080 native resolution (1080p), 5ms response time, and VGA, DisplayPort, and HDMI inputs. Deal ends January 12."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dtjysfdxekrk352bib9p",TABLES,free shipping,$166,2018-01-05T08:23:51-05:00,https://www.dealnews.com/Denise-Austin-Home-Rotatable-Coffee-Table-for-166-free-shipping/2172446.html,2172446,3,,,Denise Austin Home Rotatable Coffee Table,"GDF Studio via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172446"">Denise Austin Home Genoa Rotatable Coffee Table</a> for <strong>$165.59</strong> with <strong>free shipping</strong>. That's $89 off and the lowest price we could find."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gbhy0zmajwmticsgyyju",HEADPHONES,free shipping w/ Prime,$10,2018-01-05T08:17:09-05:00,https://www.dealnews.com/Hopday-U8-Bluetooth-In-Ear-Headphones-for-10-free-shipping-w-Prime/2172437.html,2172437,3,,,Hopday U8 Bluetooth In-Ear Headphones,"Ugreat via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172437"">Hopday U8 Bluetooth V4.1 Wireless In-Ear Sport Headphones</a> for $19.99. Coupon code ""FN6RFVED"" cuts it to <strong>$9.99</strong>. With <strong>free shipping</strong>, that's $8 less than our August mention and is the lowest price we could find by $25. Features include IPX7 rated water resistance, built-in microphone, CVC6.0 noise cancellation, and up to nine hours talk time. Deal ends January 31."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ljfwcjuixt1mww7d6ej0",WIRELESS NETWORKING,free shipping,$60,2018-01-05T08:14:23-05:00,https://www.dealnews.com/Netgear-Unite-4-G-LTE-Hotspot-w-10-GB-Data-for-60-free-shipping/2172425.html,2172425,3,,,Netgear Unite 4G LTE Hotspot w/ 10GB Data,"FreedomPop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172425"">Netgear Unite 4G LTE Hotspot for FreedomPop</a> bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097464,2172425"">10GB of Bonus Data</a> and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097467,2172425"">FreedomPop Premier 1-Month Trial</a> for <strong>$59.98</strong> with <strong>free shipping</strong>. That's $30 under the lowest price we could find for the Hotspot alone elsewhere. The hotspot features a 4x3"" color touchscreen display and can connect with up to 10 WiFi devices.<br>
<br>
Be sure to switch to the free 500MB/month plan and cancel your trial before your initial free month expires, or you'll be billed $47.98 every six months."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idjt18t99dwlufnhtwu7",BUYING GUIDES,,,2018-01-05T08:00:01-05:00,https://www.dealnews.com/features/Ways-to-Save-on-Your-Next-Flight/1880243.html,2170202,,,,5 Ways to Save on Your Next Flight,"Finding a good bargain on airfare is becoming a complicated process. Fortunately, it's not impossible to score cheap plane tickets. We have <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Save-on-Your-Next-Flight/1880243.html"">five tips to help you get the best deal on your next flight</a>."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rshakmre0nagwlkf3lcx",MP3 DOWNLOADS,,$5/mo. for students,2018-01-05T07:57:51-05:00,https://www.dealnews.com/Spotify-Premium-w-Hulu-1-Year-Subscription-for-5-mo.-for-students/2172434.html,2172434,4,True,,Spotify Premium w/ Hulu 1-Year Subscription,"Exclusively for college students, Spotify still offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172434"">Spotify Premium 1-Year Subscription</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097473,2172434"">Hulu Limited Commercials 1-Year Subscription</a> for <strong>$4.99 per month</strong>. That's tied with our mention from two weeks ago and $13 under the normal (non-student) monthly cost for these two services combined. You must be enrolled in a US Title IV accredited college or university and above the age of 18 to qualify. You can renew your subscription at this price up to three times.<br>
<br>
Note: Students with a preexisting Spotify Premium subscription can verify their student status and activate the Hulu subscription. Students with a preexisting Hulu Limited Commercials Subscription (without any premium network add-ons) can merge their Hulu account into the above bundle deal."
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vprilqxcnfcwcjaj8edt",AUTOMOTIVE,free shipping,$99,2018-01-05T07:56:27-05:00,https://www.dealnews.com/Suaoki-100-W-Solar-Panel-Charger-for-99-free-shipping/2172431.html,2172431,3,,,Suaoki 100W Solar Panel Charger,"Suaoki via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172431"">Suaoki 100-watt Solar Panel Charger</a> for $179.99. Coupon code ""L7V8AVBD"" drops it to <strong>$98.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from two weeks as the lowest price we've seen. (It's the best deal now by around $121.) It flexes up to 30° for RVs, boats, cabins, tents, or other irregular surfaces. Deal ends January 20."
